"ym","media_value","monthlyRFR"
"2019-11",1.55263157894737,0.0812240023419541
"2019-12",1.55095238095238,0.0811647126520478
"2020-01",1.55190476190476,0.0811983440300745
"2020-02",1.58368421052632,0.0823140242705369
"2020-03",0.625454545454545,0.0413128693589193
"2020-04",0.0486363636363636,0.00396539301705534
"2020-05",0.05,0.00407412378364835
"2020-06",0.0768181818181818,0.00618660554732497
"2020-07",0.0934782608695652,0.00747477105099681
"2020-08",0.0947619047619048,0.0075732750319728
"2020-09",0.09,0.00720732331613672
"2020-10",0.09,0.00720732331613672
"2020-11",0.0868421052631579,0.00696383050219507
"2020-12",0.09,0.00720732331613672
"2021-01",0.0852631578947368,0.00684184079880623
"2021-02",0.0757894736842105,0.00610646776638557
"2021-03",0.0695652173913043,0.00562008601161956
"2021-04",0.0686363636363636,0.00554728026007734
"2021-05",0.0595,0.00482804251253777
"2021-06",0.0772727272727273,0.00622199291153902
"2021-07",0.0985714285714286,0.00786498733114072
"2021-08",0.0931818181818182,0.00745200763205633
"2021-09",0.079047619047619,0.00636004120392508
"2021-10",0.0795,0.00639519339511518
"2021-11",0.0795,0.00639519339511518
"2021-12",0.0795652173913043,0.00640025998858373
"2022-01",0.08,0.00643403011000343
"2022-02",0.08,0.00643403011000343
"2022-03",0.199565217391304,0.0152788099286361
"2022-04",0.33,0.0240495476798193
"2022-05",0.758571428571429,0.0481658381909347
"2022-06",1.18714285714286,0.0673899168181049
"2022-07",1.6545,0.0847555832846043
"2022-08",2.33,0.105444693974633
"2022-09",2.58,0.112133489755462
"2022-10",3.08,0.124315885640476
"2022-11",3.755,0.138752150426354
"2022-12",4.09190476190476,0.145266847861225
"2023-01",4.33,0.149636650673884
"2023-02",4.56526315789474,0.15378213138709
"2023-03",4.65304347826087,0.155287817691944
"2023-04",4.83,0.158259078455732
"2023-05",5.04590909090909,0.161774396252126
"2023-06",5.07571428571429,0.162250598670049
"2023-07",5.117,0.162906701856405
"2023-08",5.33,0.166228478804496
"2023-09",5.33,0.166228478804496
"2023-10",5.33,0.166228478804496
"2023-11",5.33,0.166228478804496
"2023-12",5.33,0.166228478804496
"2024-01",5.33,0.166228478804496
"2024-02",5.33,0.166228478804496
"2024-03",5.33,0.166228478804496
"2024-04",5.33,0.166228478804496
"2024-05",5.33,0.166228478804496
"2024-06",5.33,0.166228478804496
"2024-07",5.33,0.166228478804496
"2024-08",5.33,0.166228478804496
"2024-09",5.13,0.163112454695967
"2024-10",4.83,0.158259078455732
"2024-11",4.64578947368421,0.155164205870624
"2024-12",4.48476190476191,0.152382041293549
"2025-01",4.33,0.149636650673884
"2025-02",4.33,0.149636650673884
"2025-03",4.33,0.149636650673884
"2025-04",4.33,0.149636650673884
"2025-05",4.33,0.149636650673884
"2025-06",4.33,0.149636650673884
